I1028 12:35:14.737182       1 flags.go:52] FLAG: --address=":8085"
I1028 14:57:50.155253       1 static_autoscaler.go:402] Scale down status: unneededOnly=false lastScaleUpTime=2020-10-28 12:37:14.273890037 +0000 UTC m=+119.665073729 lastScaleDownDeleteTime=2020-10-28 14:13:19.25335412 +0000 UTC m=+5884.644537808 lastScaleDownFailTime=2020-10-28 12:35:34.086115968 +0000 UTC m=+19.477299642 scaleDownForbidden=false isDeleteInProgress=false
I1028 14:57:50.155278       1 static_autoscaler.go:412] Starting scale down
I1028 14:57:50.155309       1 scale_down.go:706] No candidates for scale down
I1028 14:57:53.763497       1 reflector.go:370] k8s.io/autoscaler/cluster-autoscaler/utils/kubernetes/listers.go:349: Watch close - *v1.ReplicaSet total 0 items received
I1028 14:58:00.164299       1 static_autoscaler.go:147] Starting main loop
W1028 14:58:00.164451       1 aws_manager.go:309] Found multiple availability zones for ASG "eksctl-eks-spot-demo-nodegroup-OnDemand-NodeGroup-1WBT5PP03OQ4J"; using us-east-1b
I1028 14:58:00.164810       1 utils.go:626] No pod using affinity / antiaffinity found in cluster, disabling affinity predicate for this loop
I1028 14:58:00.164829       1 static_autoscaler.go:303] Filtering out schedulables
I1028 14:58:00.164871       1 static_autoscaler.go:320] No schedulable pods
I1028 14:58:00.164886       1 static_autoscaler.go:328] No unschedulable pods
I1028 14:58:00.164897       1 static_autoscaler.go:375] Calculating unneeded nodes
I1028 14:58:00.164909       1 utils.go:574] Skipping ip-192-168-122-52.ec2.internal - no node group config
I1028 14:58:00.164964       1 static_autoscaler.go:402] Scale down status: unneededOnly=false lastScaleUpTime=2020-10-28 12:37:14.273890037 +0000 UTC m=+119.665073729 lastScaleDownDeleteTime=2020-10-28 14:13:19.25335412 +0000 UTC m=+5884.644537808 lastScaleDownFailTime=2020-10-28 12:35:34.086115968 +0000 UTC m=+19.477299642 scaleDownForbidden=false isDeleteInProgress=false
I1028 14:58:00.164999       1 static_autoscaler.go:412] Starting scale down
I1028 14:58:00.165034       1 scale_down.go:706] No candidates for scale down
I1028 14:58:10.174224       1 static_autoscaler.go:147] Starting main loop
W1028 14:58:10.174355       1 aws_manager.go:309] Found multiple availability zones for ASG "eksctl-eks-spot-demo-nodegroup-OnDemand-NodeGroup-1WBT5PP03OQ4J"; using us-east-1b
I1028 14:58:10.174897       1 utils.go:626] No pod using affinity / antiaffinity found in cluster, disabling affinity predicate for this loop
I1028 14:58:10.174919       1 static_autoscaler.go:303] Filtering out schedulables
I1028 14:58:10.174965       1 static_autoscaler.go:320] No schedulable pods
I1028 14:58:10.174980       1 static_autoscaler.go:328] No unschedulable pods
I1028 14:58:10.174990       1 static_autoscaler.go:375] Calculating unneeded nodes
I1028 14:58:10.175003       1 utils.go:574] Skipping ip-192-168-122-52.ec2.internal - no node group config
I1028 14:58:10.175056       1 static_autoscaler.go:402] Scale down status: unneededOnly=false lastScaleUpTime=2020-10-28 12:37:14.273890037 +0000 UTC m=+119.665073729 lastScaleDownDeleteTime=2020-10-28 14:13:19.25335412 +0000 UTC m=+5884.644537808 lastScaleDownFailTime=2020-10-28 12:35:34.086115968 +0000 UTC m=+19.477299642 scaleDownForbidden=false isDeleteInProgress=false
I1028 14:58:10.175085       1 static_autoscaler.go:412] Starting scale down
I1028 14:58:10.175122       1 scale_down.go:706] No candidates for scale down
I1028 14:58:20.183670       1 static_autoscaler.go:147] Starting main loop
W1028 14:58:20.183809       1 aws_manager.go:309] Found multiple availability zones for ASG "eksctl-eks-spot-demo-nodegroup-OnDemand-NodeGroup-1WBT5PP03OQ4J"; using us-east-1b
I1028 14:58:20.184296       1 utils.go:626] No pod using affinity / antiaffinity found in cluster, disabling affinity predicate for this loop
I1028 14:58:20.184313       1 static_autoscaler.go:303] Filtering out schedulables
I1028 14:58:20.184356       1 static_autoscaler.go:320] No schedulable pods
I1028 14:58:20.184370       1 static_autoscaler.go:328] No unschedulable pods
I1028 14:58:20.184380       1 static_autoscaler.go:375] Calculating unneeded nodes
I1028 14:58:20.184393       1 utils.go:574] Skipping ip-192-168-122-52.ec2.internal - no node group config
I1028 14:58:20.184439       1 static_autoscaler.go:402] Scale down status: unneededOnly=false lastScaleUpTime=2020-10-28 12:37:14.273890037 +0000 UTC m=+119.665073729 lastScaleDownDeleteTime=2020-10-28 14:13:19.25335412 +0000 UTC m=+5884.644537808 lastScaleDownFailTime=2020-10-28 12:35:34.086115968 +0000 UTC m=+19.477299642 scaleDownForbidden=false isDeleteInProgress=false
I1028 14:58:20.184464       1 static_autoscaler.go:412] Starting scale down
I1028 14:58:20.184495       1 scale_down.go:706] No candidates for scale down
I1028 14:58:30.193729       1 static_autoscaler.go:147] Starting main loop
I1028 14:58:30.193772       1 auto_scaling_groups.go:354] Regenerating instance to ASG map for ASGs: [eksctl-eks-spot-demo-nodegroup-OnDemand-NodeGroup-1WBT5PP03OQ4J eksctl-eks-spot-demo-nodegroup-SPOT-NodeGroup-CTS7Q22CLVPT]
I1028 14:58:30.340003       1 aws_manager.go:263] Refreshed ASG list, next refresh after 2020-10-28 14:59:30.339994016 +0000 UTC m=+8655.731177717
W1028 14:58:30.340105       1 aws_manager.go:309] Found multiple availability zones for ASG "eksctl-eks-spot-demo-nodegroup-OnDemand-NodeGroup-1WBT5PP03OQ4J"; using us-east-1b
I1028 14:58:30.340454       1 utils.go:626] No pod using affinity / antiaffinity found in cluster, disabling affinity predicate for this loop
I1028 14:58:30.340471       1 static_autoscaler.go:303] Filtering out schedulables
I1028 14:58:30.340509       1 static_autoscaler.go:320] No schedulable pods
I1028 14:58:30.340529       1 static_autoscaler.go:328] No unschedulable pods
I1028 14:58:30.340541       1 static_autoscaler.go:375] Calculating unneeded nodes
I1028 14:58:30.340553       1 utils.go:574] Skipping ip-192-168-122-52.ec2.internal - no node group config
I1028 14:58:30.340592       1 static_autoscaler.go:402] Scale down status: unneededOnly=false lastScaleUpTime=2020-10-28 12:37:14.273890037 +0000 UTC m=+119.665073729 lastScaleDownDeleteTime=2020-10-28 14:13:19.25335412 +0000 UTC m=+5884.644537808 lastScaleDownFailTime=2020-10-28 12:35:34.086115968 +0000 UTC m=+19.477299642 scaleDownForbidden=false isDeleteInProgress=false
I1028 14:58:30.340615       1 static_autoscaler.go:412] Starting scale down
I1028 14:58:30.340644       1 scale_down.go:706] No candidates for scale down
I1028 14:58:40.349233       1 static_autoscaler.go:147] Starting main loop
W1028 14:58:40.349359       1 aws_manager.go:309] Found multiple availability zones for ASG "eksctl-eks-spot-demo-nodegroup-OnDemand-NodeGroup-1WBT5PP03OQ4J"; using us-east-1b
I1028 14:58:40.349899       1 utils.go:626] No pod using affinity / antiaffinity found in cluster, disabling affinity predicate for this loop
I1028 14:58:40.349919       1 static_autoscaler.go:303] Filtering out schedulables
I1028 14:58:40.349960       1 static_autoscaler.go:320] No schedulable pods
I1028 14:58:40.349976       1 static_autoscaler.go:328] No unschedulable pods
I1028 14:58:40.349987       1 static_autoscaler.go:375] Calculating unneeded nodes
I1028 14:58:40.350000       1 utils.go:574] Skipping ip-192-168-122-52.ec2.internal - no node group config
I1028 14:58:40.350052       1 static_autoscaler.go:402] Scale down status: unneededOnly=false lastScaleUpTime=2020-10-28 12:37:14.273890037 +0000 UTC m=+119.665073729 lastScaleDownDeleteTime=2020-10-28 14:13:19.25335412 +0000 UTC m=+5884.644537808 lastScaleDownFailTime=2020-10-28 12:35:34.086115968 +0000 UTC m=+19.477299642 scaleDownForbidden=false isDeleteInProgress=false
I1028 14:58:40.350083       1 static_autoscaler.go:412] Starting scale down
I1028 14:58:40.350118       1 scale_down.go:706] No candidates for scale down
I1028 14:58:50.360150       1 static_autoscaler.go:147] Starting main loop
W1028 14:58:50.360293       1 aws_manager.go:309] Found multiple availability zones for ASG "eksctl-eks-spot-demo-nodegroup-OnDemand-NodeGroup-1WBT5PP03OQ4J"; using us-east-1b
I1028 14:58:50.360802       1 utils.go:626] No pod using affinity / antiaffinity found in cluster, disabling affinity predicate for this loop
I1028 14:58:50.360823       1 static_autoscaler.go:303] Filtering out schedulables
I1028 14:58:50.360867       1 static_autoscaler.go:320] No schedulable pods
I1028 14:58:50.360884       1 static_autoscaler.go:328] No unschedulable pods
I1028 14:58:50.360895       1 static_autoscaler.go:375] Calculating unneeded nodes
I1028 14:58:50.360907       1 utils.go:574] Skipping ip-192-168-122-52.ec2.internal - no node group config
I1028 14:58:50.360957       1 static_autoscaler.go:402] Scale down status: unneededOnly=false lastScaleUpTime=2020-10-28 12:37:14.273890037 +0000 UTC m=+119.665073729 lastScaleDownDeleteTime=2020-10-28 14:13:19.25335412 +0000 UTC m=+5884.644537808 lastScaleDownFailTime=2020-10-28 12:35:34.086115968 +0000 UTC m=+19.477299642 scaleDownForbidden=false isDeleteInProgress=false
I1028 14:58:50.360985       1 static_autoscaler.go:412] Starting scale down
I1028 14:58:50.361023       1 scale_down.go:706] No candidates for scale down
I1028 14:59:00.369856       1 static_autoscaler.go:147] Starting main loop
W1028 14:59:00.370011       1 aws_manager.go:309] Found multiple availability zones for ASG "eksctl-eks-spot-demo-nodegroup-OnDemand-NodeGroup-1WBT5PP03OQ4J"; using us-east-1b
I1028 14:59:00.370563       1 utils.go:626] No pod using affinity / antiaffinity found in cluster, disabling affinity predicate for this loop
I1028 14:59:00.370581       1 static_autoscaler.go:303] Filtering out schedulables
I1028 14:59:00.370622       1 static_autoscaler.go:320] No schedulable pods
I1028 14:59:00.370638       1 static_autoscaler.go:328] No unschedulable pods
I1028 14:59:00.370648       1 static_autoscaler.go:375] Calculating unneeded nodes
I1028 14:59:00.370661       1 utils.go:574] Skipping ip-192-168-122-52.ec2.internal - no node group config
I1028 14:59:00.370708       1 static_autoscaler.go:402] Scale down status: unneededOnly=false lastScaleUpTime=2020-10-28 12:37:14.273890037 +0000 UTC m=+119.665073729 lastScaleDownDeleteTime=2020-10-28 14:13:19.25335412 +0000 UTC m=+5884.644537808 lastScaleDownFailTime=2020-10-28 12:35:34.086115968 +0000 UTC m=+19.477299642 scaleDownForbidden=false isDeleteInProgress=false
I1028 14:59:00.370757       1 static_autoscaler.go:412] Starting scale down
I1028 14:59:00.370793       1 scale_down.go:706] No candidates for scale down
I1028 14:59:03.114595       1 reflector.go:370] k8s.io/autoscaler/cluster-autoscaler/utils/kubernetes/listers.go:370: Watch close - *v1.ConfigMap total 178 items received
I1028 14:59:10.379882       1 static_autoscaler.go:147] Starting main loop
W1028 14:59:10.380017       1 aws_manager.go:309] Found multiple availability zones for ASG "eksctl-eks-spot-demo-nodegroup-OnDemand-NodeGroup-1WBT5PP03OQ4J"; using us-east-1b
I1028 14:59:10.380578       1 utils.go:626] No pod using affinity / antiaffinity found in cluster, disabling affinity predicate for this loop
I1028 14:59:10.380598       1 static_autoscaler.go:303] Filtering out schedulables
I1028 14:59:10.380639       1 static_autoscaler.go:320] No schedulable pods
I1028 14:59:10.380652       1 static_autoscaler.go:328] No unschedulable pods
I1028 14:59:10.380665       1 static_autoscaler.go:375] Calculating unneeded nodes
I1028 14:59:10.380677       1 utils.go:574] Skipping ip-192-168-122-52.ec2.internal - no node group config
I1028 14:59:10.380721       1 static_autoscaler.go:402] Scale down status: unneededOnly=false lastScaleUpTime=2020-10-28 12:37:14.273890037 +0000 UTC m=+119.665073729 lastScaleDownDeleteTime=2020-10-28 14:13:19.25335412 +0000 UTC m=+5884.644537808 lastScaleDownFailTime=2020-10-28 12:35:34.086115968 +0000 UTC m=+19.477299642 scaleDownForbidden=false isDeleteInProgress=false
I1028 14:59:10.380749       1 static_autoscaler.go:412] Starting scale down
I1028 14:59:10.380784       1 scale_down.go:706] No candidates for scale down
I1028 14:59:20.389901       1 static_autoscaler.go:147] Starting main loop
W1028 14:59:20.390415       1 aws_manager.go:309] Found multiple availability zones for ASG "eksctl-eks-spot-demo-nodegroup-OnDemand-NodeGroup-1WBT5PP03OQ4J"; using us-east-1b
I1028 14:59:20.390996       1 utils.go:626] No pod using affinity / antiaffinity found in cluster, disabling affinity predicate for this loop
I1028 14:59:20.391013       1 static_autoscaler.go:303] Filtering out schedulables
I1028 14:59:20.391071       1 static_autoscaler.go:320] No schedulable pods
I1028 14:59:20.391087       1 static_autoscaler.go:328] No unschedulable pods
I1028 14:59:20.391098       1 static_autoscaler.go:375] Calculating unneeded nodes
I1028 14:59:20.391110       1 utils.go:574] Skipping ip-192-168-122-52.ec2.internal - no node group config
I1028 14:59:20.391162       1 static_autoscaler.go:402] Scale down status: unneededOnly=false lastScaleUpTime=2020-10-28 12:37:14.273890037 +0000 UTC m=+119.665073729 lastScaleDownDeleteTime=2020-10-28 14:13:19.25335412 +0000 UTC m=+5884.644537808 lastScaleDownFailTime=2020-10-28 12:35:34.086115968 +0000 UTC m=+19.477299642 scaleDownForbidden=false isDeleteInProgress=false
I1028 14:59:20.391188       1 static_autoscaler.go:412] Starting scale down
I1028 14:59:20.391228       1 scale_down.go:706] No candidates for scale down
I1028 14:59:25.666134       1 reflector.go:370] k8s.io/autoscaler/cluster-autoscaler/utils/kubernetes/listers.go:215: Watch close - *v1.Pod total 0 items received
I1028 14:59:26.064396       1 reflector.go:370] k8s.io/client-go/informers/factory.go:132: Watch close - *v1.Node total 6 items received
I1028 14:59:30.399654       1 static_autoscaler.go:147] Starting main loop
I1028 14:59:30.399701       1 auto_scaling_groups.go:354] Regenerating instance to ASG map for ASGs: [eksctl-eks-spot-demo-nodegroup-SPOT-NodeGroup-CTS7Q22CLVPT eksctl-eks-spot-demo-nodegroup-OnDemand-NodeGroup-1WBT5PP03OQ4J]
I1028 14:59:30.551080       1 aws_manager.go:263] Refreshed ASG list, next refresh after 2020-10-28 15:00:30.551072449 +0000 UTC m=+8715.942256141
W1028 14:59:30.551176       1 aws_manager.go:309] Found multiple availability zones for ASG "eksctl-eks-spot-demo-nodegroup-OnDemand-NodeGroup-1WBT5PP03OQ4J"; using us-east-1b
I1028 14:59:30.551516       1 utils.go:626] No pod using affinity / antiaffinity found in cluster, disabling affinity predicate for this loop
I1028 14:59:30.551527       1 static_autoscaler.go:303] Filtering out schedulables
I1028 14:59:30.551560       1 static_autoscaler.go:320] No schedulable pods
I1028 14:59:30.551576       1 static_autoscaler.go:328] No unschedulable pods
I1028 14:59:30.551585       1 static_autoscaler.go:375] Calculating unneeded nodes
I1028 14:59:30.551593       1 utils.go:574] Skipping ip-192-168-122-52.ec2.internal - no node group config
I1028 14:59:30.551626       1 static_autoscaler.go:402] Scale down status: unneededOnly=false lastScaleUpTime=2020-10-28 12:37:14.273890037 +0000 UTC m=+119.665073729 lastScaleDownDeleteTime=2020-10-28 14:13:19.25335412 +0000 UTC m=+5884.644537808 lastScaleDownFailTime=2020-10-28 12:35:34.086115968 +0000 UTC m=+19.477299642 scaleDownForbidden=false isDeleteInProgress=false
I1028 14:59:30.551641       1 static_autoscaler.go:412] Starting scale down
I1028 14:59:30.551670       1 scale_down.go:706] No candidates for scale down
I1028 14:59:31.764338       1 reflector.go:370] k8s.io/autoscaler/cluster-autoscaler/utils/kubernetes/listers.go:339: Watch close - *v1.Job total 0 items received
I1028 14:59:38.870306       1 reflector.go:370] k8s.io/client-go/informers/factory.go:132: Watch close - *v1.Pod total 0 items received
I1028 14:59:40.560683       1 static_autoscaler.go:147] Starting main loop
W1028 14:59:40.560809       1 aws_manager.go:309] Found multiple availability zones for ASG "eksctl-eks-spot-demo-nodegroup-OnDemand-NodeGroup-1WBT5PP03OQ4J"; using us-east-1b
I1028 14:59:40.561298       1 utils.go:626] No pod using affinity / antiaffinity found in cluster, disabling affinity predicate for this loop
I1028 14:59:40.561313       1 static_autoscaler.go:303] Filtering out schedulables
I1028 14:59:40.561352       1 static_autoscaler.go:320] No schedulable pods
I1028 14:59:40.561369       1 static_autoscaler.go:328] No unschedulable pods
I1028 14:59:40.561379       1 static_autoscaler.go:375] Calculating unneeded nodes
I1028 14:59:40.561390       1 utils.go:574] Skipping ip-192-168-122-52.ec2.internal - no node group config
